family,name,class,cap-shape,Cap-surface,cap-color,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type
Tricholoma Family,Milky Bell Cap,e,c,g,n,,g,,,f,f
Tricholoma Family,Small Bleeding Bell Cap,e,c,g,n,,n,,,f,f
Tricholoma Family,Small Bleeding Bell Cap,e,c,g,e,,n,,,f,f
Tricholoma Family,Small Bleeding Bell Cap,e,x,g,n,,n,,,f,f
Tricholoma Family,Small Bleeding Bell Cap,e,x,g,e,,n,,,f,f
Tricholoma Family,Small Bleeding Bell Cap,e,f,g,n,,n,,,f,f
Tricholoma Family,Small Bleeding Bell Cap,e,f,g,e,,n,,,f,f
Tricholoma Family,Lilac Bell Cap,p,b,w,u,s,u,,,f,f
Tricholoma Family,Lilac Bell Cap,p,f,w,u,s,u,,,f,f
Tricholoma Family,Lilac Bell Cap,p,s,w,u,s,u,,,f,f
Tricholoma Family,Yellow-stemmed Bell Cap,e,x,g,n,t,y,,,f,f
Tricholoma Family,Yellow-stemmed Bell Cap,e,x,g,y,t,y,,,f,f
Tricholoma Family,Yellow-stemmed Bell Cap,e,x,s,n,t,y,,,f,f
Tricholoma Family,Yellow-stemmed Bell Cap,e,x,s,y,t,y,,,f,f
Tricholoma Family,Yellow-stemmed Bell Cap,e,x,t,n,t,y,,,f,f
Tricholoma Family,Yellow-stemmed Bell Cap,e,x,t,y,t,y,,,f,f
Tricholoma Family,Orange Bell Cap,p,x,g,o,,w,,,f,f
Tricholoma Family,Orange Bell Cap,p,x,g,o,,y,,,f,f
Tricholoma Family,Orange Bell Cap,p,x,g,y,,w,,,f,f
Tricholoma Family,Orange Bell Cap,p,x,g,y,,y,,,f,f
Tricholoma Family,Orange Moss Agaric,p,x,,o,,o,,,f,f
Tricholoma Family,Orange Moss Agaric,p,x,,o,,y,,,f,f
Tricholoma Family,Orange Moss Agaric,p,f,,o,,o,,,f,f
Tricholoma Family,Orange Moss Agaric,p,f,,o,,y,,,f,f
Tricholoma Family,Umbrella Navel Cap,p,x,g,n,s,n,,,f,f
Tricholoma Family,Umbrella Navel Cap,p,x,g,y,s,n,,,f,f
Tricholoma Family,Rooting Shank,p,x,h,n,g,n,,,f,f
Tricholoma Family,Rooting Shank,p,x,h,e,g,n,,,f,f
Tricholoma Family,Rooting Shank,p,x,t,n,g,n,,,f,f
Tricholoma Family,Rooting Shank,p,x,t,e,g,n,,,f,f
Tricholoma Family,Rooting Shank,p,x,w,n,g,n,,,f,f
Tricholoma Family,Rooting Shank,p,x,w,e,g,n,,,f,f
Tricholoma Family,Rooting Shank,p,f,h,n,g,n,,,f,f
Tricholoma Family,Rooting Shank,p,f,h,e,g,n,,,f,f
Tricholoma Family,Rooting Shank,p,f,t,n,g,n,,,f,f
Tricholoma Family,Rooting Shank,p,f,t,e,g,n,,,f,f
Tricholoma Family,Rooting Shank,p,f,w,n,g,n,,,f,f
Tricholoma Family,Rooting Shank,p,f,w,e,g,n,,,f,f
Tricholoma Family,Porcelain Mushroom,e,x,h,g,t,g,,,t,l
Tricholoma Family,Porcelain Mushroom,e,x,h,g,t,w,,,t,l
Tricholoma Family,Porcelain Mushroom,e,x,h,n,t,g,,,t,l
Tricholoma Family,Porcelain Mushroom,e,x,h,n,t,w,,,t,l
Tricholoma Family,Porcelain Mushroom,e,x,t,g,t,g,,,t,l
Tricholoma Family,Porcelain Mushroom,e,x,t,g,t,w,,,t,l
Tricholoma Family,Porcelain Mushroom,e,x,t,n,t,g,,,t,l
Tricholoma Family,Porcelain Mushroom,e,x,t,n,t,w,,,t,l
Tricholoma Family,Velvet Shank,e,x,h,o,k,o,,,f,f
Tricholoma Family,Velvet Shank,e,x,h,o,k,n,,,f,f
Tricholoma Family,Velvet Shank,e,x,h,o,s,o,,,f,f
Tricholoma Family,Velvet Shank,e,x,h,o,s,n,,,f,f
Tricholoma Family,Velvet Shank,e,x,h,n,k,o,,,f,f
Tricholoma Family,Velvet Shank,e,x,h,n,k,n,,,f,f
Tricholoma Family,Velvet Shank,e,x,h,n,s,o,,,f,f
Tricholoma Family,Velvet Shank,e,x,h,n,s,n,,,f,f
Tricholoma Family,Velvet Shank,e,x,t,o,k,o,,,f,f
Tricholoma Family,Velvet Shank,e,x,t,o,k,n,,,f,f
Tricholoma Family,Velvet Shank,e,x,t,o,s,o,,,f,f
Tricholoma Family,Velvet Shank,e,x,t,o,s,n,,,f,f
Tricholoma Family,Velvet Shank,e,x,t,n,k,o,,,f,f
Tricholoma Family,Velvet Shank,e,x,t,n,k,n,,,f,f
Tricholoma Family,Velvet Shank,e,x,t,n,s,o,,,f,f
Tricholoma Family,Velvet Shank,e,x,t,n,s,n,,,f,f
Tricholoma Family,Velvet Shank,e,f,h,o,k,o,,,f,f
Tricholoma Family,Velvet Shank,e,f,h,o,k,n,,,f,f
Tricholoma Family,Velvet Shank,e,f,h,o,s,o,,,f,f
Tricholoma Family,Velvet Shank,e,f,h,o,s,n,,,f,f
Tricholoma Family,Velvet Shank,e,f,h,n,k,o,,,f,f
Tricholoma Family,Velvet Shank,e,f,h,n,k,n,,,f,f
Tricholoma Family,Velvet Shank,e,f,h,n,s,o,,,f,f
Tricholoma Family,Velvet Shank,e,f,h,n,s,n,,,f,f
Tricholoma Family,Velvet Shank,e,f,t,o,k,o,,,f,f
Tricholoma Family,Velvet Shank,e,f,t,o,k,n,,,f,f
Tricholoma Family,Velvet Shank,e,f,t,o,s,o,,,f,f
Tricholoma Family,Velvet Shank,e,f,t,o,s,n,,,f,f
Tricholoma Family,Velvet Shank,e,f,t,n,k,o,,,f,f
Tricholoma Family,Velvet Shank,e,f,t,n,k,n,,,f,f
Tricholoma Family,Velvet Shank,e,f,t,n,s,o,,,f,f
Tricholoma Family,Velvet Shank,e,f,t,n,s,n,,,f,f
Tricholoma Family,Honey Fungus,e,x,s,e,i,n,,,t,
Tricholoma Family,Honey Fungus,e,x,s,n,i,n,,,t,
Tricholoma Family,Honey Fungus,e,x,s,y,i,n,,,t,
Tricholoma Family,Honey Fungus,e,f,s,e,i,n,,,t,
Tricholoma Family,Honey Fungus,e,f,s,n,i,n,,,t,
Tricholoma Family,Honey Fungus,e,f,s,y,i,n,,,t,
Tricholoma Family,Bulbous Honey Fungus,e,x,y,e,,n,,w,t,e
Tricholoma Family,Bulbous Honey Fungus,e,x,y,n,,n,,w,t,e
Tricholoma Family,Bulbous Honey Fungus,e,x,y,y,,n,,w,t,e
Tricholoma Family,Bulbous Honey Fungus,e,f,y,e,,n,,w,t,e
Tricholoma Family,Bulbous Honey Fungus,e,f,y,n,,n,,w,t,e
Tricholoma Family,Bulbous Honey Fungus,e,f,y,y,,n,,w,t,e
Tricholoma Family,Soap-scented Tricholoma,p,x,s,g,i,w,,,f,f
Tricholoma Family,Soap-scented Tricholoma,p,x,s,g,i,n,,,f,f
Tricholoma Family,Soap-scented Tricholoma,p,x,s,g,y,w,,,f,f
Tricholoma Family,Soap-scented Tricholoma,p,x,s,g,y,n,,,f,f
Tricholoma Family,Soap-scented Tricholoma,p,x,s,r,i,w,,,f,f
Tricholoma Family,Soap-scented Tricholoma,p,x,s,r,i,n,,,f,f
Tricholoma Family,Soap-scented Tricholoma,p,x,s,r,y,w,,,f,f
Tricholoma Family,Soap-scented Tricholoma,p,x,s,r,y,n,,,f,f
Tricholoma Family,Soap-scented Tricholoma,p,x,s,n,i,w,,,f,f
Tricholoma Family,Soap-scented Tricholoma,p,x,s,n,i,n,,,f,f
Tricholoma Family,Soap-scented Tricholoma,p,x,s,n,y,w,,,f,f
Tricholoma Family,Soap-scented Tricholoma,p,x,s,n,y,n,,,f,f
Tricholoma Family,Grey Tricholoma,e,b,h,g,s,g,,,f,f
Tricholoma Family,Grey Tricholoma,e,b,h,k,s,g,,,f,f
Tricholoma Family,Grey Tricholoma,e,f,h,g,s,g,,,f,f
Tricholoma Family,Grey Tricholoma,e,f,h,k,s,g,,,f,f
Tricholoma Family,Scaly Tricholoma,e,x,y,g,,w,,,f,f
Tricholoma Family,Scaly Tricholoma,e,x,y,n,,w,,,f,f
Tricholoma Family,Scaly Tricholoma,e,f,y,g,,w,,,f,f
Tricholoma Family,Scaly Tricholoma,e,f,y,n,,w,,,f,f
Tricholoma Family,Yellow-brown Tricholoma,e,f,g,n,i,n,,,f,f
Tricholoma Family,Yellow-brown Tricholoma,e,f,g,n,i,o,,,f,f
Tricholoma Family,Yellow-brown Tricholoma,e,f,g,n,t,n,,,f,f
Tricholoma Family,Yellow-brown Tricholoma,e,f,g,n,t,o,,,f,f
Tricholoma Family,Yellow-brown Tricholoma,e,f,g,o,i,n,,,f,f
Tricholoma Family,Yellow-brown Tricholoma,e,f,g,o,i,o,,,f,f
Tricholoma Family,Yellow-brown Tricholoma,e,f,g,o,t,n,,,f,f
Tricholoma Family,Yellow-brown Tricholoma,e,f,g,o,t,o,,,f,f
Tricholoma Family,Yellow-brown Tricholoma,e,f,s,n,i,n,,,f,f
Tricholoma Family,Yellow-brown Tricholoma,e,f,s,n,i,o,,,f,f
Tricholoma Family,Yellow-brown Tricholoma,e,f,s,n,t,n,,,f,f
Tricholoma Family,Yellow-brown Tricholoma,e,f,s,n,t,o,,,f,f
Tricholoma Family,Yellow-brown Tricholoma,e,f,s,o,i,n,,,f,f
Tricholoma Family,Yellow-brown Tricholoma,e,f,s,o,i,o,,,f,f
Tricholoma Family,Yellow-brown Tricholoma,e,f,s,o,t,n,,,f,f
Tricholoma Family,Yellow-brown Tricholoma,e,f,s,o,t,o,,,f,f
Tricholoma Family,Yellow-brown Tricholoma,e,f,h,n,i,n,,,f,f
Tricholoma Family,Yellow-brown Tricholoma,e,f,h,n,i,o,,,f,f
Tricholoma Family,Yellow-brown Tricholoma,e,f,h,n,t,n,,,f,f
Tricholoma Family,Yellow-brown Tricholoma,e,f,h,n,t,o,,,f,f
Tricholoma Family,Yellow-brown Tricholoma,e,f,h,o,i,n,,,f,f
Tricholoma Family,Yellow-brown Tricholoma,e,f,h,o,i,o,,,f,f
Tricholoma Family,Yellow-brown Tricholoma,e,f,h,o,t,n,,,f,f
Tricholoma Family,Yellow-brown Tricholoma,e,f,h,o,t,o,,,f,f
Tricholoma Family,Yellow-brown Tricholoma,e,f,t,n,i,n,,,f,f
Tricholoma Family,Yellow-brown Tricholoma,e,f,t,n,i,o,,,f,f
Tricholoma Family,Yellow-brown Tricholoma,e,f,t,n,t,n,,,f,f
Tricholoma Family,Yellow-brown Tricholoma,e,f,t,n,t,o,,,f,f
Tricholoma Family,Yellow-brown Tricholoma,e,f,t,o,i,n,,,f,f
Tricholoma Family,Yellow-brown Tricholoma,e,f,t,o,i,o,,,f,f
Tricholoma Family,Yellow-brown Tricholoma,e,f,t,o,t,n,,,f,f
Tricholoma Family,Yellow-brown Tricholoma,e,f,t,o,t,o,,,f,f
Tricholoma Family,Sulphur Tricholoma,p,x,,y,i,y,,,f,f
Tricholoma Family,Sulphur Tricholoma,p,f,,y,i,y,,,f,f
Tricholoma Family,St George's Mushroom,e,x,d,w,,w,,,f,f
Tricholoma Family,St George's Mushroom,e,x,s,w,,w,,,f,f
Tricholoma Family,St George's Mushroom,e,f,d,w,,w,,,f,f
Tricholoma Family,St George's Mushroom,e,f,s,w,,w,,,f,f
Tricholoma Family,Clustered Brown Cap,e,p,,g,,g,,,f,f
Tricholoma Family,Clustered Brown Cap,e,p,,g,,w,,,f,f
Tricholoma Family,Clustered Brown Cap,e,p,,n,,g,,,f,f
Tricholoma Family,Clustered Brown Cap,e,p,,n,,w,,,f,f
Tricholoma Family,Clustered Brown Cap,e,x,,g,,g,,,f,f
Tricholoma Family,Clustered Brown Cap,e,x,,g,,w,,,f,f
Tricholoma Family,Clustered Brown Cap,e,x,,n,,g,,,f,f
Tricholoma Family,Clustered Brown Cap,e,x,,n,,w,,,f,f
Tricholoma Family,Changeable Melanoleuca,e,f,s,n,i,n,,,f,f
Tricholoma Family,Changeable Melanoleuca,e,f,s,n,i,w,,,f,f
Tricholoma Family,Plums and custard,p,f,y,e,y,e,,,f,f
Tricholoma Family,Plums and custard,p,f,y,e,y,u,,,f,f
Tricholoma Family,Plums and custard,p,f,y,e,y,y,,,f,f
Tricholoma Family,Plums and custard,p,f,y,u,y,e,,,f,f
Tricholoma Family,Plums and custard,p,f,y,u,y,u,,,f,f
Tricholoma Family,Plums and custard,p,f,y,u,y,y,,,f,f
Tricholoma Family,Plums and custard,p,f,y,y,y,e,,,f,f
Tricholoma Family,Plums and custard,p,f,y,y,y,u,,,f,f
Tricholoma Family,Plums and custard,p,f,y,y,y,y,,,f,f
Wax Gill Family,Ivory Wax Cap,e,x,s,w,,w,,,f,f
Wax Gill Family,Ivory Wax Cap,e,f,s,w,,w,,,f,f
Wax Gill Family,Yellow Wax cap,p,x,h,o,g,o,,,f,f
Wax Gill Family,Yellow Wax cap,p,x,h,y,g,o,,,f,f
Wax Gill Family,Yellow Wax cap,p,x,s,o,g,o,,,f,f
Wax Gill Family,Yellow Wax cap,p,x,s,y,g,o,,,f,f
Wax Gill Family,Yellow Wax cap,p,x,t,o,g,o,,,f,f
Wax Gill Family,Yellow Wax cap,p,x,t,y,g,o,,,f,f
Wax Gill Family,Orange-red Wax Cap,p,x,s,o,,o,,,f,f
Wax Gill Family,Orange-red Wax Cap,p,x,s,o,,y,,,f,f
Wax Gill Family,Orange-red Wax Cap,p,x,y,o,,o,,,f,f
Wax Gill Family,Orange-red Wax Cap,p,x,y,o,,y,,,f,f
Wax Gill Family,Orange-red Wax Cap,p,f,s,o,,o,,,f,f
Wax Gill Family,Orange-red Wax Cap,p,f,s,o,,y,,,f,f
Wax Gill Family,Orange-red Wax Cap,p,f,y,o,,o,,,f,f
Wax Gill Family,Orange-red Wax Cap,p,f,y,o,,y,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,s,e,,y,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,s,e,,o,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,s,e,,k,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,s,o,,y,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,s,o,,o,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,s,o,,k,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,s,k,,y,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,s,k,,o,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,s,k,,k,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,i,e,,y,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,i,e,,o,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,i,e,,k,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,i,o,,y,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,i,o,,o,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,i,o,,k,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,i,k,,y,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,i,k,,o,,,f,f
Wax Gill Family,Blackening Wax Cap,p,b,i,k,,k,,,f,f
Wax Gill Family,Blackening Wax Cap,p,x,s,e,,y,,,f,f
Wax Gill Family,Blackening Wax Cap,p,x,s,e,,o,,,f,f
Wax Gill Family,Blackening Wax Cap,p,x,s,e,,k,,,f,f
Wax Gill Family,Blackening Wax Cap,p,x,s,o,,y,,,f,f
Wax Gill Family,Blackening Wax Cap,p,x,s,o,,o,,,f,f
Wax Gill Family,Blackening Wax Cap,p,x,s,o,,k,,,f,f
