family,name,class,cap-shape,Cap-surface,cap-color,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type
21,112,1,2,0,0,5,6,1,6,0,1
21,30,1,6,11,5,8,6,1,6,0,1
21,30,1,6,11,5,8,8,1,6,0,1
21,30,1,6,11,10,8,6,1,6,0,1
21,30,1,6,11,10,8,8,1,6,0,1
21,30,1,2,11,5,8,6,1,6,0,1
21,30,1,2,11,5,8,8,1,6,0,1
21,30,1,2,11,10,8,6,1,6,0,1
21,30,1,2,11,10,8,8,1,6,0,1
21,66,0,6,7,5,5,6,1,6,0,1
21,66,0,6,7,0,5,6,1,6,0,1
21,66,0,2,7,5,5,6,1,6,0,1
21,66,0,2,7,0,5,6,1,6,0,1
21,132,1,6,11,10,3,11,1,6,0,1
21,132,1,6,11,5,3,11,1,6,0,1
21,132,1,2,11,10,3,11,1,6,0,1
21,132,1,2,11,5,3,11,1,6,0,1
21,52,0,0,2,5,8,12,1,6,0,1
21,52,0,0,2,10,8,12,1,6,0,1
21,81,1,6,2,10,8,6,1,6,0,1
21,81,1,6,2,10,8,1,1,6,0,1
21,75,1,6,2,5,5,4,1,6,0,1
21,75,1,6,2,5,2,4,1,6,0,1
21,75,1,6,2,7,5,4,1,6,0,1
21,75,1,6,2,7,2,4,1,6,0,1
21,75,1,6,2,1,5,4,1,6,0,1
21,75,1,6,2,1,2,4,1,6,0,1
21,14,0,0,2,5,5,6,1,6,0,1
21,14,0,0,2,5,5,3,1,6,0,1
21,14,0,0,2,2,5,6,1,6,0,1
21,14,0,0,2,2,5,3,1,6,0,1
21,14,0,2,2,5,5,6,1,6,0,1
21,14,0,2,2,5,5,3,1,6,0,1
21,14,0,2,2,2,5,6,1,6,0,1
21,14,0,2,2,2,5,3,1,6,0,1
21,140,1,0,11,2,5,3,1,6,0,1
21,140,1,0,11,2,5,6,1,6,0,1
21,140,1,0,11,5,5,3,1,6,0,1
21,140,1,0,11,5,5,6,1,6,0,1
21,151,1,6,2,1,8,6,1,6,0,1
21,151,1,6,2,1,8,11,1,6,0,1
21,151,1,6,2,5,8,6,1,6,0,1
21,151,1,6,2,5,8,11,1,6,0,1
21,87,0,1,2,5,8,3,1,6,0,1
21,127,0,1,2,5,8,6,1,6,0,1
21,127,0,1,2,1,8,6,1,6,0,1
21,127,0,6,2,5,8,6,1,6,0,1
21,127,0,6,2,1,8,6,1,6,0,1
21,127,0,2,2,5,8,6,1,6,0,1
21,127,0,2,2,1,8,6,1,6,0,1
21,80,1,0,9,9,5,10,1,6,0,1
21,80,1,2,9,9,5,10,1,6,0,1
21,80,1,5,9,9,5,10,1,6,0,1
21,172,0,6,2,5,6,12,1,6,0,1
21,172,0,6,2,11,6,12,1,6,0,1
21,172,0,6,7,5,6,12,1,6,0,1
21,172,0,6,7,11,6,12,1,6,0,1
21,172,0,6,8,5,6,12,1,6,0,1
21,172,0,6,8,11,6,12,1,6,0,1
21,91,1,6,2,6,8,11,1,6,0,1
21,91,1,6,2,6,8,12,1,6,0,1
21,91,1,6,2,11,8,11,1,6,0,1
21,91,1,6,2,11,8,12,1,6,0,1
21,93,1,6,11,6,8,7,1,6,0,1
21,93,1,6,11,6,8,12,1,6,0,1
21,93,1,2,11,6,8,7,1,6,0,1
21,93,1,2,11,6,8,12,1,6,0,1
21,155,1,6,2,5,5,6,1,6,0,1
21,155,1,6,2,11,5,6,1,6,0,1
21,110,1,6,3,5,1,6,1,6,0,1
21,110,1,6,3,1,1,6,1,6,0,1
21,110,1,6,8,5,1,6,1,6,0,1
21,110,1,6,8,1,1,6,1,6,0,1
21,110,1,6,9,5,1,6,1,6,0,1
21,110,1,6,9,1,1,6,1,6,0,1
21,110,1,2,3,5,1,6,1,6,0,1
21,110,1,2,3,1,1,6,1,6,0,1
21,110,1,2,8,5,1,6,1,6,0,1
21,110,1,2,8,1,1,6,1,6,0,1
21,110,1,2,9,5,1,6,1,6,0,1
21,110,1,2,9,1,1,6,1,6,0,1
21,105,0,6,3,2,6,3,1,6,1,3
21,105,0,6,3,2,6,11,1,6,1,3
21,105,0,6,3,5,6,3,1,6,1,3
21,105,0,6,3,5,6,11,1,6,1,3
21,105,0,6,8,2,6,3,1,6,1,3
21,105,0,6,8,2,6,11,1,6,1,3
21,105,0,6,8,5,6,3,1,6,1,3
21,105,0,6,8,5,6,11,1,6,1,3
21,158,0,6,3,6,4,7,1,6,0,1
21,158,0,6,3,6,4,6,1,6,0,1
21,158,0,6,3,6,5,7,1,6,0,1
21,158,0,6,3,6,5,6,1,6,0,1
21,158,0,6,3,5,4,7,1,6,0,1
21,158,0,6,3,5,4,6,1,6,0,1
21,158,0,6,3,5,5,7,1,6,0,1
21,158,0,6,3,5,5,6,1,6,0,1
21,158,0,6,8,6,4,7,1,6,0,1
21,158,0,6,8,6,4,6,1,6,0,1
21,158,0,6,8,6,5,7,1,6,0,1
21,158,0,6,8,6,5,6,1,6,0,1
21,158,0,6,8,5,4,7,1,6,0,1
21,158,0,6,8,5,4,6,1,6,0,1
21,158,0,6,8,5,5,7,1,6,0,1
21,158,0,6,8,5,5,6,1,6,0,1
21,158,0,2,3,6,4,7,1,6,0,1
21,158,0,2,3,6,4,6,1,6,0,1
21,158,0,2,3,6,5,7,1,6,0,1
21,158,0,2,3,6,5,6,1,6,0,1
21,158,0,2,3,5,4,7,1,6,0,1
21,158,0,2,3,5,4,6,1,6,0,1
21,158,0,2,3,5,5,7,1,6,0,1
21,158,0,2,3,5,5,6,1,6,0,1
21,158,0,2,8,6,4,7,1,6,0,1
21,158,0,2,8,6,4,6,1,6,0,1
21,158,0,2,8,6,5,7,1,6,0,1
21,158,0,2,8,6,5,6,1,6,0,1
21,158,0,2,8,5,4,7,1,6,0,1
21,158,0,2,8,5,4,6,1,6,0,1
21,158,0,2,8,5,5,7,1,6,0,1
21,158,0,2,8,5,5,6,1,6,0,1
21,72,0,6,7,1,3,6,1,6,1,8
21,72,0,6,7,5,3,6,1,6,1,8
21,72,0,6,7,11,3,6,1,6,1,8
21,72,0,2,7,1,3,6,1,6,1,8
21,72,0,2,7,5,3,6,1,6,1,8
21,72,0,2,7,11,3,6,1,6,1,8
21,22,0,6,10,1,8,6,1,4,1,0
21,22,0,6,10,5,8,6,1,4,1,0
21,22,0,6,10,11,8,6,1,4,1,0
21,22,0,2,10,1,8,6,1,4,1,0
21,22,0,2,10,5,8,6,1,4,1,0
21,22,0,2,10,11,8,6,1,4,1,0
21,129,1,6,7,2,3,11,1,6,0,1
21,129,1,6,7,2,3,6,1,6,0,1
21,129,1,6,7,2,7,11,1,6,0,1
21,129,1,6,7,2,7,6,1,6,0,1
21,129,1,6,7,8,3,11,1,6,0,1
21,129,1,6,7,8,3,6,1,6,0,1
21,129,1,6,7,8,7,11,1,6,0,1
21,129,1,6,7,8,7,6,1,6,0,1
21,129,1,6,7,5,3,11,1,6,0,1
21,129,1,6,7,5,3,6,1,6,0,1
21,129,1,6,7,5,7,11,1,6,0,1
21,129,1,6,7,5,7,6,1,6,0,1
21,67,0,0,3,2,5,3,1,6,0,1
21,67,0,0,3,3,5,3,1,6,0,1
21,67,0,2,3,2,5,3,1,6,0,1
21,67,0,2,3,3,5,3,1,6,0,1
21,117,0,6,10,2,8,11,1,6,0,1
21,117,0,6,10,5,8,11,1,6,0,1
21,117,0,2,10,2,8,11,1,6,0,1
21,117,0,2,10,5,8,11,1,6,0,1
21,168,0,2,2,5,3,6,1,6,0,1
21,168,0,2,2,5,3,7,1,6,0,1
21,168,0,2,2,5,6,6,1,6,0,1
21,168,0,2,2,5,6,7,1,6,0,1
21,168,0,2,2,6,3,6,1,6,0,1
21,168,0,2,2,6,3,7,1,6,0,1
21,168,0,2,2,6,6,6,1,6,0,1
21,168,0,2,2,6,6,7,1,6,0,1
21,168,0,2,7,5,3,6,1,6,0,1
21,168,0,2,7,5,3,7,1,6,0,1
21,168,0,2,7,5,6,6,1,6,0,1
21,168,0,2,7,5,6,7,1,6,0,1
21,168,0,2,7,6,3,6,1,6,0,1
21,168,0,2,7,6,3,7,1,6,0,1
21,168,0,2,7,6,6,6,1,6,0,1
21,168,0,2,7,6,6,7,1,6,0,1
21,168,0,2,3,5,3,6,1,6,0,1
21,168,0,2,3,5,3,7,1,6,0,1
21,168,0,2,3,5,6,6,1,6,0,1
21,168,0,2,3,5,6,7,1,6,0,1
21,168,0,2,3,6,3,6,1,6,0,1
21,168,0,2,3,6,3,7,1,6,0,1
21,168,0,2,3,6,6,6,1,6,0,1
21,168,0,2,3,6,6,7,1,6,0,1
21,168,0,2,8,5,3,6,1,6,0,1
21,168,0,2,8,5,3,7,1,6,0,1
21,168,0,2,8,5,6,6,1,6,0,1
21,168,0,2,8,5,6,7,1,6,0,1
21,168,0,2,8,6,3,6,1,6,0,1
21,168,0,2,8,6,3,7,1,6,0,1
21,168,0,2,8,6,6,6,1,6,0,1
21,168,0,2,8,6,6,7,1,6,0,1
21,141,1,6,11,11,3,12,1,6,0,1
21,141,1,2,11,11,3,12,1,6,0,1
21,135,0,6,0,10,8,11,1,6,0,1
21,135,0,6,7,10,8,11,1,6,0,1
21,135,0,2,0,10,8,11,1,6,0,1
21,135,0,2,7,10,8,11,1,6,0,1
21,29,0,4,11,2,8,3,1,6,0,1
21,29,0,4,11,2,8,11,1,6,0,1
21,29,0,4,11,5,8,3,1,6,0,1
21,29,0,4,11,5,8,11,1,6,0,1
21,29,0,6,11,2,8,3,1,6,0,1
21,29,0,6,11,2,8,11,1,6,0,1
21,29,0,6,11,5,8,3,1,6,0,1
21,29,0,6,11,5,8,11,1,6,0,1
21,24,0,2,7,5,3,6,1,6,0,1
21,24,0,2,7,5,3,11,1,6,0,1
21,103,1,2,10,1,7,1,1,6,0,1
21,103,1,2,10,1,7,10,1,6,0,1
21,103,1,2,10,1,7,12,1,6,0,1
21,103,1,2,10,9,7,1,1,6,0,1
21,103,1,2,10,9,7,10,1,6,0,1
21,103,1,2,10,9,7,12,1,6,0,1
21,103,1,2,10,11,7,1,1,6,0,1
21,103,1,2,10,11,7,10,1,6,0,1
21,103,1,2,10,11,7,12,1,6,0,1
22,77,0,6,7,10,8,11,1,6,0,1
22,77,0,2,7,10,8,11,1,6,0,1
22,167,1,6,3,6,1,7,1,6,0,1
22,167,1,6,3,11,1,7,1,6,0,1
22,167,1,6,7,6,1,7,1,6,0,1
22,167,1,6,7,11,1,7,1,6,0,1
22,167,1,6,8,6,1,7,1,6,0,1
22,167,1,6,8,11,1,7,1,6,0,1
22,94,1,6,7,6,8,7,1,6,0,1
22,94,1,6,7,6,8,12,1,6,0,1
22,94,1,6,10,6,8,7,1,6,0,1
22,94,1,6,10,6,8,12,1,6,0,1
22,94,1,2,7,6,8,7,1,6,0,1
22,94,1,2,7,6,8,12,1,6,0,1
22,94,1,2,10,6,8,7,1,6,0,1
22,94,1,2,10,6,8,12,1,6,0,1
22,9,1,0,7,1,8,12,1,6,0,1
22,9,1,0,7,1,8,7,1,6,0,1
22,9,1,0,7,1,8,4,1,6,0,1
22,9,1,0,7,6,8,12,1,6,0,1
22,9,1,0,7,6,8,7,1,6,0,1
22,9,1,0,7,6,8,4,1,6,0,1
22,9,1,0,7,3,8,12,1,6,0,1
22,9,1,0,7,3,8,7,1,6,0,1
22,9,1,0,7,3,8,4,1,6,0,1
22,9,1,0,4,1,8,12,1,6,0,1
22,9,1,0,4,1,8,7,1,6,0,1
22,9,1,0,4,1,8,4,1,6,0,1
22,9,1,0,4,6,8,12,1,6,0,1
22,9,1,0,4,6,8,7,1,6,0,1
22,9,1,0,4,6,8,4,1,6,0,1
22,9,1,0,4,3,8,12,1,6,0,1
22,9,1,0,4,3,8,7,1,6,0,1
22,9,1,0,4,3,8,4,1,6,0,1
22,9,1,6,7,1,8,12,1,6,0,1
22,9,1,6,7,1,8,7,1,6,0,1
22,9,1,6,7,1,8,4,1,6,0,1
22,9,1,6,7,6,8,12,1,6,0,1
22,9,1,6,7,6,8,7,1,6,0,1
22,9,1,6,7,6,8,4,1,6,0,1
22,9,1,6,7,3,8,12,1,6,0,1
22,9,1,6,7,3,8,7,1,6,0,1
22,9,1,6,7,3,8,4,1,6,0,1
22,9,1,6,4,1,8,12,1,6,0,1
22,9,1,6,4,1,8,7,1,6,0,1
22,9,1,6,4,1,8,4,1,6,0,1
22,9,1,6,4,6,8,12,1,6,0,1
22,9,1,6,4,6,8,7,1,6,0,1
22,9,1,6,4,6,8,4,1,6,0,1
22,9,1,6,4,3,8,12,1,6,0,1
22,9,1,6,4,3,8,7,1,6,0,1
22,9,1,6,4,3,8,4,1,6,0,1
22,86,0,6,7,6,8,11,1,6,0,1
22,86,0,6,7,0,8,11,1,6,0,1
22,86,0,6,0,6,8,11,1,6,0,1
22,86,0,6,0,0,8,11,1,6,0,1
22,86,0,2,7,6,8,11,1,6,0,1
22,86,0,2,7,0,8,11,1,6,0,1
22,86,0,2,0,6,8,11,1,6,0,1
22,86,0,2,0,0,8,11,1,6,0,1
22,86,0,5,7,6,8,11,1,6,0,1
22,86,0,5,7,0,8,11,1,6,0,1
22,86,0,5,0,6,8,11,1,6,0,1
22,86,0,5,0,0,8,11,1,6,0,1
22,118,0,6,3,6,8,7,1,6,0,1
22,118,0,6,3,6,8,1,1,6,0,1
22,118,0,6,3,7,8,7,1,6,0,1
22,118,0,6,3,7,8,1,1,6,0,1
22,118,0,6,3,1,8,7,1,6,0,1
22,118,0,6,3,1,8,1,1,6,0,1
22,118,0,6,7,6,8,7,1,6,0,1
22,118,0,6,7,6,8,1,1,6,0,1
22,118,0,6,7,7,8,7,1,6,0,1
22,118,0,6,7,7,8,1,1,6,0,1
22,118,0,6,7,1,8,7,1,6,0,1
22,118,0,6,7,1,8,1,1,6,0,1
22,118,0,6,0,6,8,7,1,6,0,1
22,118,0,6,0,6,8,1,1,6,0,1
22,118,0,6,0,7,8,7,1,6,0,1
22,118,0,6,0,7,8,1,1,6,0,1
22,118,0,6,0,1,8,7,1,6,0,1
22,118,0,6,0,1,8,1,1,6,0,1
22,99,1,0,8,8,6,9,1,6,0,1
22,99,1,0,8,8,6,12,1,6,0,1
22,99,1,0,8,7,6,9,1,6,0,1
22,99,1,0,8,7,6,12,1,6,0,1
22,99,1,0,8,11,6,9,1,6,0,1
22,99,1,0,8,11,6,12,1,6,0,1
22,99,1,0,9,8,6,9,1,6,0,1
22,99,1,0,9,8,6,12,1,6,0,1
22,99,1,0,9,7,6,9,1,6,0,1
22,99,1,0,9,7,6,12,1,6,0,1
22,99,1,0,9,11,6,9,1,6,0,1
22,99,1,0,9,11,6,12,1,6,0,1
22,99,1,0,0,8,6,9,1,6,0,1
22,99,1,0,0,8,6,12,1,6,0,1
22,99,1,0,0,7,6,9,1,6,0,1
22,99,1,0,0,7,6,12,1,6,0,1
22,99,1,0,0,11,6,9,1,6,0,1
22,99,1,0,0,11,6,12,1,6,0,1
22,99,1,2,8,8,6,9,1,6,0,1
22,99,1,2,8,8,6,12,1,6,0,1
22,99,1,2,8,7,6,9,1,6,0,1
22,99,1,2,8,7,6,12,1,6,0,1
22,99,1,2,8,11,6,9,1,6,0,1
22,99,1,2,8,11,6,12,1,6,0,1
22,99,1,2,9,8,6,9,1,6,0,1
22,99,1,2,9,8,6,12,1,6,0,1
22,99,1,2,9,7,6,9,1,6,0,1
22,99,1,2,9,7,6,12,1,6,0,1
22,99,1,2,9,11,6,9,1,6,0,1
22,99,1,2,9,11,6,12,1,6,0,1
22,99,1,2,0,8,6,9,1,6,0,1
22,99,1,2,0,8,6,12,1,6,0,1
22,99,1,2,0,7,6,9,1,6,0,1
22,99,1,2,0,7,6,12,1,6,0,1
22,99,1,2,0,11,6,9,1,6,0,1
22,99,1,2,0,11,6,12,1,6,0,1
22,71,0,6,8,5,6,11,1,6,0,1
22,71,0,6,8,5,6,7,1,6,0,1
22,71,0,2,8,5,6,11,1,6,0,1
22,71,0,2,8,5,6,7,1,6,0,1
18,37,0,6,11,11,8,3,1,6,0,1
18,37,0,6,11,11,8,11,1,6,0,1
18,37,0,2,11,11,8,3,1,6,0,1
18,37,0,2,11,11,8,11,1,6,0,1
18,37,0,5,11,11,8,3,1,6,0,1
18,37,0,5,11,11,8,11,1,6,0,1
18,170,0,6,11,11,8,11,1,6,0,1
18,166,0,6,3,11,8,11,1,6,0,1
18,166,0,6,8,11,8,11,1,6,0,1
18,63,1,6,8,5,8,12,1,6,0,1
18,63,1,6,8,11,8,12,1,6,0,1
18,63,1,2,8,5,8,12,1,6,0,1
18,63,1,2,8,11,8,12,1,6,0,1
18,63,1,5,8,5,8,12,1,6,0,1
18,63,1,5,8,11,8,12,1,6,0,1
18,137,1,6,8,5,8,11,1,6,0,1
18,61,1,2,11,9,8,11,1,6,0,1
18,61,1,2,11,9,8,12,1,6,0,1
18,61,1,5,11,9,8,11,1,6,0,1
18,61,1,5,11,9,8,12,1,6,0,1
18,6,1,6,11,0,8,11,1,6,0,1
18,6,1,6,11,7,8,11,1,6,0,1
18,6,1,6,11,1,8,11,1,6,0,1
18,6,1,6,11,11,8,11,1,6,0,1
18,6,1,2,11,0,8,11,1,6,0,1
18,6,1,2,11,7,8,11,1,6,0,1
18,6,1,2,11,1,8,11,1,6,0,1
18,6,1,2,11,11,8,11,1,6,0,1
18,3,0,6,11,5,5,11,1,6,0,1
18,3,0,6,11,7,5,11,1,6,0,1
18,3,0,6,11,1,5,11,1,6,0,1
18,3,0,2,11,5,5,11,1,6,0,1
18,3,0,2,11,7,5,11,1,6,0,1
18,3,0,2,11,1,5,11,1,6,0,1
18,146,0,6,1,4,8,11,1,6,0,1
18,146,0,6,1,11,8,11,1,6,0,1
18,10,0,6,7,9,8,11,1,6,0,1
18,10,0,6,7,3,8,11,1,6,0,1
18,10,0,2,7,9,8,11,1,6,0,1
18,10,0,2,7,3,8,11,1,6,0,1
18,8,0,6,7,3,8,11,1,6,0,1
18,8,0,6,7,5,8,11,1,6,0,1
18,8,0,6,7,10,8,11,1,6,0,1
18,8,0,6,8,3,8,11,1,6,0,1
18,8,0,6,8,5,8,11,1,6,0,1
18,8,0,6,8,10,8,11,1,6,0,1
18,8,0,2,7,3,8,11,1,6,0,1
18,8,0,2,7,5,8,11,1,6,0,1
18,8,0,2,7,10,8,11,1,6,0,1
18,8,0,2,8,3,8,11,1,6,0,1
18,8,0,2,8,5,8,11,1,6,0,1
18,8,0,2,8,10,8,11,1,6,0,1
18,8,0,5,7,3,8,11,1,6,0,1
18,8,0,5,7,5,8,11,1,6,0,1
18,8,0,5,7,10,8,11,1,6,0,1
18,8,0,5,8,3,8,11,1,6,0,1
18,8,0,5,8,5,8,11,1,6,0,1
18,8,0,5,8,10,8,11,1,6,0,1
18,149,1,6,3,1,8,11,1,6,0,1
18,149,1,6,8,1,8,11,1,6,0,1
18,149,1,2,3,1,8,11,1,6,0,1
18,149,1,2,8,1,8,11,1,6,0,1
18,5,1,6,11,1,8,12,1,6,0,1
18,5,1,6,11,7,8,12,1,6,0,1
18,5,1,6,11,10,8,12,1,6,0,1
18,38,0,6,7,5,8,6,1,6,0,1
18,38,0,6,7,5,8,8,1,6,0,1
18,38,0,6,7,5,8,11,1,6,0,1
18,38,0,6,7,8,8,6,1,6,0,1
18,38,0,6,7,8,8,8,1,6,0,1
18,38,0,6,7,8,8,11,1,6,0,1
18,38,0,6,7,9,8,6,1,6,0,1
18,38,0,6,7,9,8,8,1,6,0,1
18,38,0,6,7,9,8,11,1,6,0,1
18,38,0,6,7,11,8,6,1,6,0,1
18,38,0,6,7,11,8,8,1,6,0,1
18,38,0,6,7,11,8,11,1,6,0,1
18,38,0,2,7,5,8,6,1,6,0,1
18,38,0,2,7,5,8,8,1,6,0,1
18,38,0,2,7,5,8,11,1,6,0,1
18,38,0,2,7,8,8,6,1,6,0,1
18,38,0,2,7,8,8,8,1,6,0,1
18,38,0,2,7,8,8,11,1,6,0,1
18,38,0,2,7,9,8,6,1,6,0,1
18,38,0,2,7,9,8,8,1,6,0,1
18,38,0,2,7,9,8,11,1,6,0,1
18,38,0,2,7,11,8,6,1,6,0,1
18,38,0,2,7,11,8,8,1,6,0,1
18,38,0,2,7,11,8,11,1,6,0,1
18,38,0,5,7,5,8,6,1,6,0,1
18,38,0,5,7,5,8,8,1,6,0,1
18,38,0,5,7,5,8,11,1,6,0,1
18,38,0,5,7,8,8,6,1,6,0,1
18,38,0,5,7,8,8,8,1,6,0,1
18,38,0,5,7,8,8,11,1,6,0,1
18,38,0,5,7,9,8,6,1,6,0,1
18,38,0,5,7,9,8,8,1,6,0,1
18,38,0,5,7,9,8,11,1,6,0,1
18,38,0,5,7,11,8,6,1,6,0,1
18,38,0,5,7,11,8,8,1,6,0,1
18,38,0,5,7,11,8,11,1,6,0,1
18,65,1,2,11,8,8,11,1,6,0,1
18,65,1,2,11,11,8,11,1,6,0,1
18,101,0,5,11,10,8,11,1,6,0,1
18,59,1,6,5,10,8,11,1,6,0,1
18,59,1,2,5,10,8,11,1,6,0,1
18,59,1,5,5,10,8,11,1,6,0,1
18,89,1,6,0,5,8,1,1,6,0,1
18,89,1,6,0,5,8,6,1,6,0,1
18,89,1,6,0,1,8,1,1,6,0,1
18,89,1,6,0,1,8,6,1,6,0,1
18,89,1,5,0,5,8,1,1,6,0,1
18,89,1,5,0,5,8,6,1,6,0,1
18,89,1,5,0,1,8,1,1,6,0,1
18,89,1,5,0,1,8,6,1,6,0,1
18,125,1,5,3,2,6,3,1,6,0,1
18,125,1,5,3,2,6,9,1,6,0,1
